;10;6233;3200;418600
;45;9961;6000;17800
;100;20655;12400;77400
;450;45183;40000;61600
;1000;95527;91400;104200
;4500;271905;248400;348400
;10000;606733;598200;645500
;45000;3200483;3118100;3490800
;100000;7527038;7229800;7932800
;450000;37298427;36617500;39316800
;1000000;87976011;87033600;89729000
;4500000;443223422;439248300;455282600
;10000000;1028521950;1019635400;1052099800
;45000000;5146571794;5054027600;5257739300
;100000000;11862610616;11787628000;11933155100
